id,nct_id,intervention_type,name,description
159585637,NCT02060383,DRUG,Sitagliptin,Taken for approximately 16 weeks during the core study phase or until the drug was found not to be effective
159585638,NCT02060383,DRUG,Liraglutide,Participant switched to liraglutide if sitagliptin was found not to be effective.
159585639,NCT02060383,DRUG,Insulin,"Participant took insulin for 16 weeks. Insulin was also administered as rescue therapy in the incretin-based therapy arm if required.

Insulin was administered to the BL-insulin group at the discretion of the Principal Investigator.

Note: OAD and No OAD groups within the non-randomized arm did not take Insulin."
159585640,NCT02060383,DRUG,Pasireotide LAR,Administered to Acromegaly participants.
159585641,NCT02060383,DRUG,Metformin,"If previously normo-glycemic participants experienced increase in their fasting blood glucose and meeting the criteria for diabetes while on pasireotide, they started anti-diabetic treatment using metformin. If they continued to experience increase in their fasting blood glucose within the first 16 weeks, they were randomized in a 1:1 ratio to receive treatment with incretin based therapy or insulin for approximately 16 weeks. Metformin treatment was not required for the BL Insulin and OAD groups, within the non-randomized arm, but may have been prescribed at the discretion of the investigator.

Note: No OAD group within the non-randomized arm did not take metformin."
159265308,NCT00238004,DRUG,Nicotinic acid,
159217055,NCT06280586,OTHER,Multidisciplinary intervention,"* bimonthly personalized follow-up with the appropriate specialists (5 in a year) i
* a program of group activities (6 sessions in a year) with a monitor with the aim of reinforcing adherence to the study intervention and adapting it to the circumstances and the physical, personal and social reality around each participant. The sessions will last approximately one hour and will cover:

  * General dietary and hydration recommendations and dietary recommendations for people at risk of malnutrition
  * Dietary and physical exercise recommendations in obese elderly
  * General physical exercise recommendations in the elderly and physical exercise recommendations in the elderly with sarcopenia
  * Physical exercise recommendations for the elderly at risk of falls.
  * Medication management and social resources for the elderly in Mataró."
159585642,NCT04283266,DIETARY_SUPPLEMENT,Synbiotic,"Middle-aged subjects, who met ROME III criteria for constipation, received daily two sachets of synbiotic (Bifidobaterium animalis lactis Vesalius 002 and Fructo-Oligosaccharrides) for 5 days, then they received daily 1 sachet for the next 25 days"
159217056,NCT04935671,DIETARY_SUPPLEMENT,chamomile tea n saffron,20 mg of chamomile and 1 mg saffron in a teabag given twice daily for a month in combination with allopathic treatment for depression.
159217057,NCT00649311,DRUG,eplerenone,"Eplerenone 50 mg oral film-coated tablet once daily for 8 weeks. If blood pressure was uncontrolled (DBP ≥ 90 mmHg) at Week 4, the dose was increased to eplerenone 100 mg oral film-coated tablet once daily for 4 weeks."
159217058,NCT00649311,DRUG,Losartan,"Losartan 50 mg oral capsule once daily for 8 weeks. If blood pressure was uncontrolled (DBP ≥ 90 mmHg) at Week 4, the dose was increased to losartan 100 mg oral capsule once daily for 4 weeks"
159217059,NCT04512339,DRUG,Dupilumab,Dupilumab injections (blinded labels)
159217060,NCT04512339,DRUG,Placebo,"Placebo injections (blinded labels), matching the dupilumab injections in quantity and appearance"
159217061,NCT06374251,PROCEDURE,Discussion,Participate in narrative medicine sessions
159217062,NCT06374251,OTHER,Interview,Ancillary studies
159217063,NCT06374251,OTHER,Survey Administration,Ancillary studies
159217064,NCT04306679,OTHER,Animation clips,"The first animation clip focuses on the importance of pain assessment introduce three pain scales (categorical, NPS and faces) followed by explanations on their properties and on the appropriate way to use them.The second movie was aimed to provide an opportunity to implement the new knowledge in case studies"
159217065,NCT04306679,OTHER,Instructions,"Routine preoperative preparations, which included a section on pain assessment instructions."
159217066,NCT02925533,DRUG,B-701,"B-701 is a phage-derived, affinity-matured, human monoclonal antibody (mAb) specific for FGFR3. It is based on a human immunoglobulin G1 (IgG1) framework containing heavy chain VHIII and light chain VκI subgroup sequences."
159217067,NCT02925533,DRUG,Pembrolizumab,"Pembrolizumab is an mAb that binds to the programmed cell death protein 1 (PD-1) receptor and blocks its interaction with programmed death-ligand 1 (PD-L1) and PD-L2, releasing PD-1 pathway-mediated inhibition of the immune response, including the anti-tumor immune response. In syngeneic mouse tumor models, blocking PD-1 activity resulted in decreased tumor growth."
159585643,NCT04283266,DIETARY_SUPPLEMENT,Placebo,"Middle-aged subjects, who met ROME III criteria for constipation, received daily two sachets of placebo (maltodextrin and sucrose) for 5 days, then they received daily 1 sachet for the next 25 days"
159585644,NCT04139044,PROCEDURE,Balance Exercise Training for Stable Ankle,Balance and hop stabilization exercises were administered for 30 minutes of each exercise session.
159585645,NCT04139044,PROCEDURE,Balance Exercise Training for Unstable Ankle,Balance and hop stabilization exercises were administered for 30 minutes of each exercise session.
159585646,NCT06274008,DRUG,Exparel,Admixture bupivacaine 0.5 % 10 cc with Bupivacaine Liposome Injectable Suspension 10cc total 20
159585647,NCT04206995,OTHER,Solid Phase Microextraction (SPME),"A SPME fibre is held directly above skin cancer, or healthy skin for a period of less than 30 minutes to capture VOCs. No drug will be used. This is to investigate the capability of the technique in capturing VOCs."
159585648,NCT04206995,OTHER,Absorptive patch,"An adsorptive patch, covering skin cancer and healthy skin sites will be applied for a period of maximum 30 minutes to capture VOCs. No drug will be used. This is to investigate the capability of the technique in capturing VOCs."
159585649,NCT00332839,DRUG,Everolimus,"Participants, switching from the CsA based treatment, initially received everolimus 1.5 mg/day and then from day 7, 3 mg/day, and then from day 14, the dose was based on the participants' blood level (6-10 ng/ml). Participants, switching from the tacrolimus based treatment, initially received 3 mg/day and then from day 14, the dose was based on the participants' blood level (6-10 ng/ml)."
159585650,NCT00332839,DRUG,Cyclosporin A (CsA),The dose was based on the participants' blood level of C0h (80-150 ng/ml).
159217068,NCT04863209,OTHER,Upper cervical manipulation,The patient will receive an upper cervical manipulation as described in the Experimental Group 1.
159217069,NCT04863209,OTHER,Sphenopalatine ganglion manipulation,The patient will receive a sphenopalatine ganglion as described in the Experimental Group 2.
159217070,NCT04352127,DEVICE,TetraGraph,FDA approved neuromuscular transmission monitor capable of measuring the depth of neuromuscular block in anesthetized patients who received neuromuscular blocking agents. TetraGraph uses EMG to measure the muscle action potentials that are generated in response to electrical neurostimulation via skin electrodes.
159217071,NCT02902796,DEVICE,Spinal cord stimulator,"Spinal cord stimulator will be programmed to deliver, according to the randomization status of the patient, burst, 1000 hertz, and standard stimulation during each treatment group."
159217072,NCT02162641,PROCEDURE,Sentinel lymph node biopsy,
159265309,NCT03874247,DRUG,pelubiprofen 45mg,bid for 3 days after meal
159585651,NCT00332839,DRUG,Tacrolimus,The dose was based on the participants' blood level of C0h (5-10 ng/ml).
159585652,NCT00332839,DRUG,Enteric Coated - Mycophenolate Sodium (EC-MPS),The dose was ≥ 720 mg/day.
159585653,NCT00332839,DRUG,Corticosteroids,Corticosteroids were given according to local standard and/or the Investigators' discretion.
159585654,NCT06333262,DRUG,Pirtobrutinib,"Initial treatment:

- Pirtobrutinib 200 mg by mouth (PO) daily from Cycle 1 Day 1 until the end of Cycle 12. Each cycle is 28 days.

Re-treatment:

-Pirtobrutinib 200 mg PO daily continuously"
159599704,NCT05970900,DRUG,Imatinib Mesylate,"1. For patients with c-KIT exon 11 mutation, imatinib mesylate, 400mg, qd.
2. For patients with c-KIT exon 9 mutation, imatinib mesylate, 600mg or 800mg, qd."
159795080,NCT00380679,BIOLOGICAL,Pneumococcal polysaccharide vaccination,
159217073,NCT04243109,DRUG,Pomalidomide + Cyclophosphamide + Dexamethasone,"Treatment Phase: Combination of Pomalidomide, Cyclophosphamide and Dexamethasone, days 1-21 every 4 weeks (28 day cycles), up to a total of 8 cycles:

* Pomalidomide: Treatment with Pomalidomide 4 mg / day 1-21 days in 28-day cycles is started. Dose reductions will be made based on the evaluation of hematological and non-hematological toxicity.
* Cyclophosphamide: Cyclophosphamide will be administered 15 mg / day, days 1-28 in 28-day cycles.
* Dexamethasone: Dexamethasone will be administered 40 mg / day, days 1, 8, 15 and 22 in 28-day cycles. In patients older than 75 years the dose will be reduced to 20 mg / day in the same previous schedule.

Maintenance Phase: Combination of Pomalidomide and Dexamethasone. The last doses prescribed in the previous cycle will be maintained."
159217074,NCT00891111,BEHAVIORAL,Direct Payment,$25 gift card given upon completion of Health Risk Assessment
159217075,NCT00891111,BEHAVIORAL,Regret Lottery,Entered into a lottery upon completion of Health Risk Assessment
159217076,NCT00997438,DIETARY_SUPPLEMENT,Lipoic Acid,300 mg Lipoic acid tablets from Vital Nutrients
159217077,NCT04834765,OTHER,Mindfulness-based art therapy,"The researchers developed a novel MBAT intervention consisting of 10 easily reproducible, clay-based MBAT directives, administered through an online platform delivery strategy. By developing an MBAT intervention that uses an online delivery strategy, the researchers realized it may have the potential of decreasing demands placed on counseling centers."
159217078,NCT04834765,OTHER,Art-only,"The AO modules consist of an open-ended art-making exercise, with minimal direction. The AO intervention is designed as an 'art for art's sake' intervention with the focus on the art-making and less on outcome or product. Participants are asked to pull their ball of clay out and spend ten minutes creating a form from the clay to visually express their experience in the present moment."
159217079,NCT04834765,OTHER,Mindfulness-only,"The MO modules consist of only the mindfulness practices from the ABM intervention. The participants to follow along with a five-minute light yoga sequence, where asanas (yoga postures) are cued with breath. Yoga, for the purposes of the study, is explicitly defined to participants as the unity of breath with body movement. Poses were chosen based on their accessibility to a variety of body types and abilities, and chosen because they are documented to aid in grounding, increased haptic awareness, lowered levels of stress and anxiety, and restoration."
159217080,NCT02990156,DEVICE,Coil Embolization System,"deposits coils in the aneurysm sac by electrolytical detachment; coil types include Complex Finish, Complex Frame, and Helical. The coils are made of a platinum - tungsten alloy, have a minimum diameter of 2 mm and a maximum diameter of 24mm. The intended use of the Microport NeuroTech Coil Embolization System is for the endovascular embolization of intracranial aneurysms."
159217081,NCT02990156,DEVICE,Cotrol device from Medronic,"Control device from Medronic (include AxiumTM Detachable Coils and AxiumTM Prime Detachable Coils) are manufactured by ev3 (Medtronic, Irvine, California, USA);"
159217082,NCT05513131,DRUG,Venetoclax；Azacitidine；Homoharringtonine,A cycle every 28 days Treatment with Venetoclax 100mg d1，200mg d2，400mg d3\~d14； Azacitidine 75mg/m2/d，d1\~d7 Homoharringtonine 2mg/d d1\~d7
159217083,NCT01208831,DRUG,LDE225,
159217084,NCT05368272,OTHER,Processed electroencephalography,Acquisition of raw EEG data from processed EEG monitor. Analysis of data acquired for prespecified bandwidth properties
159217085,NCT05368272,OTHER,Postoperative delirium assessment,Twice daily assessment for the incidence of postoperative delirium using validated tool (questionnaire)
159217086,NCT00710437,DRUG,Dexmedetomidine,Steady state infusion 0.007 mcg/kg/min
159217087,NCT01261468,DEVICE,Active SCS,SCS IPG activated
159217088,NCT01261468,DEVICE,Deactivated,SCS IPG deactivated
159217089,NCT02155803,DRUG,ACTHAR Gel (adrenocorticotropic hormone),ACTHAR GEL (adrenocorticotropic hormone) 80 units subcutaneously twice weekly for 12 weeks
159217090,NCT04057989,DRUG,ketamine,
159217091,NCT03066973,BEHAVIORAL,BREATHING EXERCISE,The intervention group was instructed on breathing exercise according to the established trial protocol.
159585655,NCT06333262,DRUG,Obinutuzumab,"Obinutuzumab is given intravenously from Cycle 7 to Cycle 12, for total 6 cycles during initial treatment only.

Initial treatment:

- Obinutuzumab intravenous (IV) following the standard schedule from Cycle 6 through Cycle 12 (total 6 cycles: 100 mg on Cycle 6 Day 1, 900 mg on Cycle 6 Day 2, 1000 mg on Cycle 6 Day 8 and Cycle 6 Day 15, 1000 mg on Day 1 of Cycle 7 through Cycle 12)."
159217092,NCT00799773,DRUG,Rituximab,"Dose of 375 mg/m2, given intravenously, repeated at 1-week intervals for a total of four doses"
159217093,NCT00799773,PROCEDURE,Plasma exchange,Target volume of 1.25 plasma volume replacement; fresh frozen plasma (FFP) is the required replacement fluid; provided daily until platelet counts are normal and signs of tissue damage have improved.
159217094,NCT00799773,DRUG,Corticosteroids,1 mg/kg of prednisone (or equivalent) each day until plasma exchange is stopped
159217095,NCT00335270,DRUG,"fos-amprenavir calcium, ritonavir",
159217096,NCT00335270,DRUG,abacavir/lamivudine as Epzicom,
159217097,NCT02361580,OTHER,Diary,Subject keeps diary of recovery
159217098,NCT03372889,BEHAVIORAL,Patient educaiton materials - Print based,Print (paper) based materials
159217099,NCT03372889,BEHAVIORAL,Patient educaiton materials - Media based,Media (electronic) based materials
159217100,NCT01993095,BEHAVIORAL,"Home-based, DVD-delivered physical activity","Subjects will be participating in a home-based physical activity program that focuses on flexibility, toning and balance. Exercises will be progressive over the six-months and will highlight modifications for varying levels. This program will be delivered on 3 DVDs. Participants will be asked to exercise with the DVD at least three times per week."
159585656,NCT03187951,BEHAVIORAL,Questionnaires,"Participants complete 4 questionnaires about physical abilities, motivation, and quality of life They should take about 25 minutes total to complete."
159217101,NCT01993095,BEHAVIORAL,Behavioral: Usual care/Wait list,Participants in this arm will receive a DVD that focuses on healthy aging topics but does not include physical activity. They will receive the FlexToBa DVD after the completion of the 6-month follow-up testing.
159217102,NCT03098888,PROCEDURE,bronchoalveolar lavage,"bronchoalveolar lavages performed for cytological assessment in critically ill patients with lung diseases, intubated or not"
159217103,NCT03709732,OTHER,no intervention,observational study
159585657,NCT03187951,BEHAVIORAL,Nutritional Questionnaire and Nutritional Counseling,Participants complete a nutritional questionnaire and receive nutritional counseling. It should take about 5 minutes to complete. Participants receive educational materials and personalized counseling based on participant's answers.
159217104,NCT00002967,DRUG,cyclophosphamide,
159217105,NCT00002967,DRUG,doxorubicin hydrochloride,
159585658,NCT03187951,OTHER,Booklet,Participants receive a booklet that contains a stretching guide with full-body stretches and safety.
159217106,NCT00002967,DRUG,octreotide pamoate,
159217107,NCT00002967,DRUG,tamoxifen citrate,
159585659,NCT03187951,BEHAVIORAL,Aerobic Exercise and Strength Training Exercises,"Participants complete up to 30 minutes of moderate-intensity aerobic exercise (such as brisk walking, stationary cycling, and/or elliptical or stair stepping machines) for at least 5 days each week. Participants complete strength training exercises at least 2 times per week."
159217108,NCT01385228,DRUG,Pazopanib,"Dose Level ""Xa"" - daily administration of pazopanib on days 1 through 21 starting at 400mg with a maximum dose of 1000mg."
159217109,NCT01385228,DRUG,Docetaxel,Docetaxel given IV on Day 1 starting dose 60mg/m2 increase to 75mg/m2
159217110,NCT01385228,DRUG,Pazopanib,"Dose Level ""Xb"" - daily administration of pazopanib on days 3 through 19 starting at 400mg with a maximum dose of 1000mg."
159217111,NCT01385228,DRUG,Prednisone,5mg Prednisone given twice daily days 1-21.
159217112,NCT01385228,DRUG,Pegfilgrastim,
159217113,NCT00634270,DRUG,Sirolimus,This phase II study will evaluate children and adults with neurofibromatosis type-1 (NF1) and plexiform neurofibromas treated with sirolimus. It is divided in two strata. The first stratum will evaluate time to progression (TTP) in children and adults with NF1 and progressive plexiform neurofibromas with the potential to cause significant morbidity treated with sirolimus. The second stratum will evaluate objective radiographic response to sirolimus in children and adults with NF1 and inoperable plexiform neurofibromas with the potential to cause significant morbidity that do not have documented progression of the PN at time of trial entry.
159217114,NCT05818605,BEHAVIORAL,Moderate Intensity Exercise Program,"Subjects randomized to the EXER arm will undergo 24 weeks of Moderate Intensity Exercise Training (MIET). Patients will be signed up for 60-minute exercise sessions, 3 times a week"
159217115,NCT03780400,BEHAVIORAL,Osteoarthritis Physical Activity Care Pathway,"The intervention includes brief physical activity (PA) counseling delivered via phone by a PA Counselor trained in relevant aspects of PA and motivational interviewing. During the initial call, the PA counselor will assess readiness for change in PA and will utilize appropriate PA counseling components to assess participant's PA preferences/needs, as well as referral to PA resources and goal setting. Approximately two weeks after the initial call, the PA counselor will contact participants to check in on whether they have successfully connected with PA programs or resources discussed, review progress toward PA goals and set new goals. Participants will be provided with linkage to PA programs and resources to include: self-directed, group classes/community, physical therapy and other clinical/supervised programs. Three months after the initial call, the PA counselor will call participants to assess PA and stage of change using appropriate PA counseling components and goal setting."
159217116,NCT04847089,DEVICE,Motor imagery BCI training,"Motor Imagery (MI)-BCI training, 2-3 hours, 3 times/week for 4 weeks."
159217117,NCT01642810,BEHAVIORAL,Acceptance-based behavioural therapy,"Behavioral intervention focusing on acceptance, mindfulness and values-based living instead of focus on symptom control"
159217118,NCT01642810,OTHER,Will vary per participant,"Participants will continue pre-study treatment under their current licensed practitioners. Intervention may include drug treatment, physical therapy, or other"
159217119,NCT04690062,DRUG,Brolucizumab-Dbll,intravitreal injection of Brolucizumab (BEOVU)
159217120,NCT04041791,DRUG,Benzyl penicillin,Benzyl penicillin is a penicillin antibiotic.
159217121,NCT04041791,DRUG,Gentamicin Sulfate,Gentamicin is an aminoglycoside antibiotic.
159217122,NCT04041791,DRUG,Ceftriaxone,Ceftriaxone is a third generation cephalosporin antibiotic active against a wide range of gram negative and positive bacteria.
159217123,NCT04041791,DRUG,Amoxicillin Clavulanate,"Amoxicillin Clavulanate is a combination of amoxicillin, a β-lactam antibiotic, and potassium clavulanate, a β-lactamase inhibitor."
159217124,NCT04041791,OTHER,Intravenous fluid,Maintenance fluids administered for at least 24 hours.
159217125,NCT04041791,OTHER,Nasogastric feeds,"Feeds given via nasogastric tube. Feeds may include cow's milk, breast milk, porridge, formula among others."
159217126,NCT04041791,DRUG,Ampicillin,Ampicillin is a penicillin-type antibiotic.
159217127,NCT01076894,PROCEDURE,epidural anesthesia,"In the epidural group prior to the induction of general anesthesia, a thoracic epidural catheter will be was placed at the level of the TH6-TH8. 8 ml ropivacaine 1% were administered through the epidural catheter. EDA is aimed at a sensory block level from TH2 to TH10."
159217128,NCT01076894,PROCEDURE,intercostal anesthesia,"In the intercostal group, before chest closure, each 4 ml ropivacaine 0.75 % will be injected by the surgeon under direct vision into the proximal intercostal space at the level of the thoracotomy and two spaces above and below as well as 5 ml ropivacaine 0,75 % at the thoracic drainage tube exits"
159217129,NCT04809077,OTHER,Reverse total shoulder replacement,Long-term radiographic and clinical data of patients who underwent a reverse shoulder replacement
159217130,NCT02777749,DRUG,Bupivacaine,"15 cc's of 0.5% bupivacaine or 50 cc's of 0.25% short-acting bupivacaine (SB), intramuscular injection"
159217131,NCT03110939,OTHER,hyperthermic perfusion,"hyperthermic perfusion 1800-2000ml, normal saline, 45-48℃, 1 hour, speed 300-600ml/min (after surgery of advanced lung cancer/esophageal cancer)"
159265310,NCT03874247,DRUG,pelubiprofen placebo,bid for 3 days after meal
159585660,NCT03187951,BEHAVIORAL,Phone Calls,"Participants contacted by phone by member of study staff one (1) time each week for the first 4 weeks, and then every 2 weeks after that for behavioral skills training and to see how participant is doing. These calls should last about 15 minutes."
159585661,NCT03187951,BEHAVIORAL,Physical Assessments,"After completion of chemotherapy and/or radiation, 3-6 weeks after surgery, and then 3-7 months after surgery: Participant's hand grip strength measured using a hand-held machine. Participants arm strength measured using an arm curl test. Participants asked to rise from a chair without using their arms to push off. Participants complete a 6-minute walk test to see how far participant can walk in 6 minutes."
159585662,NCT01109329,BIOLOGICAL,HMPV challenge virus,Single dose of 10\^6 plaque forming units (PFU) of recombinant HMPV small hydrophobic genes (rHMPV-SHs)
159795081,NCT04443790,DRUG,Leptin Human,
159795082,NCT02010463,OTHER,Exercise,
159795083,NCT06271005,DIETARY_SUPPLEMENT,NeuroTears,Over-the-counter supplement
159795084,NCT06271005,DIETARY_SUPPLEMENT,Placebo,Oral placebo pill
159585663,NCT04450563,DRUG,14-day outpatient intervention,"The patient will be on the closed-loop insulin system and the intervention drug (placebo, empagliflozin 2.5 mg, or empagliflozin 5 mg) for 14 days. Insulin reductions will be made to avoid hypoglycemia with the drug agent. Remote contact around Day 4 (+/- 2 days) will be made to optimize insulin settings. The last 10 days will be used to assess continuous glucose monitoring data during each intervention. A wash-out period of 7 - 21 days will separate each intervention."
159585664,NCT02894710,DRUG,Lidocaine 20mg/ml,"Patients in Lidocaine group received an intravenous bolus injection of 1,5 mg/kg lidocaine (0,075mL/kg of Lidocaine 20mg/mL) followed by a continuous lidocaine infusion of 2 mg/kg/hr during surgery (0,1mL/kg/hr of Lidocaine 20mg/mL) and 1 mg/kg/hr in recovery room (0,05mL/kg/hr of Lidocaine 20mg/mL)."
159585665,NCT02894710,DRUG,Glucose 5% (placebo),"Patients in control group received an intravenous bolus injection of 0,075mL/kg of placebo (Glucose 5%) by a continuous lidocaine infusion of 0,1mL/kg/hr of placebo (Glucose 5%) during surgery and 0,05mL/kg/hr of placebo (Glucose 5%) in recovery room."
159585666,NCT01851278,DRUG,Triamcinolone hexacetonide,High dose means 40mg or 2ml of triamcinolone hexacetonide
159585667,NCT01851278,DRUG,Triamcinolone hexacetonide,Low dose means 20mg or 1 ml of triamcinolone hexacetonide
159585668,NCT05726539,BEHAVIORAL,Group-based peer support,Receipt of semi-structured curriculum based group peer support that addresses common concerns of military spouses
159585669,NCT00246909,DRUG,Pantoprazole,
159032310,NCT02050204,BEHAVIORAL,Intervention,"The intervention was a 3-month structural and social change process designed to increase employee control over work time and family supportive supervisory behaviors (Kossek et al., in press). The change process was an integration of two previously evaluated interventions (Hammer et al., 2011; Kelly et al., 2011). A facilitator led 8 hrs of participatory sessions to transition employees from a time-based to a results-based work culture. Supervisors participated in all change activities plus 4hrs of training in supportive supervision. Training in family supportive supervision was implemented with behavioral computer-based training (cTRAIN, NWeta, Lake Oswego, OR) followed by 2 rounds of goal-setting and behavioral self-monitoring using an iPod Touch (Habitrack, OHSU, Portland, OR)."
159032311,NCT02002663,DRUG,ropivacaine 0.2%,PCA morphine 0.5 mg/ml bolus 1 mg LO 5 min max 20 mg in 4 hs
159032312,NCT02002663,DRUG,Methylprednisolone 1mg/kg,
159032313,NCT02002663,DRUG,saline 0.9%,
159032314,NCT00133796,DRUG,Herceptin,IV
159032315,NCT04081181,PROCEDURE,Microwave ablation,"CT_guided Microwave ablation is a minimally invasive technique that kill the insitu lung cancer cells, produce large volumes of cellular necrosis with reduced procedure time .According to the preoperative CT image of the patient , we will determine the focal position of the lesion ,it's size and it's relationship with adjacent organs to choose the optimal puncture point , puncture path and proper microwave antenna and to set the power and time of ablation.Then under the guidance of CT , the tip of antenna will be sent into the focus by puncture with ablation power of 60_80 W .according to tumor size , the ablation time will be determined.Needle track coagulation will be done to prevent seeding of malignant cells. After ablation a CT scan will be done immediately to observe the size ,shape and relation to nearby organ of the lesion and to determine if there is pneumothorax"
159032316,NCT01022606,OTHER,Arterial sampling,Arterial pO2 (ABL5) Body Temperature (Vitalsens Cortemp) tcpO2 TCM400
159032317,NCT00068523,BIOLOGICAL,anti-thymocyte globulin,anti-thymocyte globulin IV over 4 hours on days -2 to -1
159032318,NCT00068523,DRUG,cyclophosphamide,cyclophosphamide IV over 1 hour on days -3 to -2
159032319,NCT00068523,DRUG,cyclosporine,oral cyclosporine on days -1 to 100
159032320,NCT00068523,DRUG,fludarabine phosphate,fludarabine IV over 30 minutes on days -8 to -4
159032321,NCT00068523,DRUG,methylprednisolone,methylprednisolone (oral or IV) on days 5-15
159032322,NCT00068523,PROCEDURE,UV light therapy,"Patients undergo ultraviolet-B (UVB) light therapy every other day between days -10 and -2 for a total of 3 days. Posttransplantation UVB light therapy: Following PBSC transplantation, patients undergo UVB light therapy twice weekly on week 1 (at least 1 day apart) and three times weekly on weeks 2-4."
159032323,NCT00068523,PROCEDURE,allogeneic bone marrow transplantation,
159032324,NCT00068523,PROCEDURE,peripheral blood stem cell transplantation,Allogeneic peripheral blood stem cell (PBSC) transplantation: Patients undergo PBSC transplantation on day 0.
159032325,NCT06197490,BIOLOGICAL,Evaluation of the parameters of the lithiasis assessment before and after KAFTRIO initiation,"Collection of Uricuria, phosphaturie, calciuria, magnesuria, glycosuria, citraturia, oxaluria, before and after initiation of KAFTRIO"
159032326,NCT06197490,DRUG,"Collection of Arterial pressure, metabolic data, kidney function, proteinuria and hematuria before and after KATRIO initiation","Arterial pressure, glycemia, glycated hemoglobin, lipid profile, weight, serum and urinary electrolytes, hepatic check, complete blood count, calcium phosphate balance and urinary sediment analysis before and after initiation of KAFTRIO"
159032327,NCT03625024,BEHAVIORAL,Cognitive-behavioral therapy,"Individual cognitive-behavioral therapy, including homework and behavioral change methods."
159032328,NCT06517199,DRUG,Olanzapine 2.5 MG,olanzapine 2.5 mg/day for 28 days
159032329,NCT06517199,DRUG,Olanzapine 5 MG,olanzapine 5 mg/day for 28 days
159032330,NCT06517199,DRUG,Placebo,placebo 1 tab/day for 28 days
159032331,NCT03342768,OTHER,Smartphone-based messages,"For the TID arm, the messages' contents include the tobacco industry's (TI's) anti-smoking campaigns that made smoking more grown-up and more appealing to youth; the TI's role in smoking in movies; etc.

For the sugar sweetened beverage (SSB) arm, the messages' contents include the disease conditions linked to SSBs, and the interference of sugar industry in scientific research."
159032332,NCT01915316,OTHER,prostate biopsy,Measurements of Zinc concentration along fresh Specimens taken during Trans-Perineal saturated repeat Prostate Biopsy before Specimens are sent to Pathology.
159032333,NCT01136590,DRUG,Tranexamic Acid,"A 10-mg/kg dose of tranexamic acid will be administered as a bolus or as a fast, 20-minute intravenous infusion before performing the incision at the start of surgery, followed by perfusion of 2 mg/kg/hour up to the time the surgical wound is closed at completion of surgery."
159217132,NCT00873470,PROCEDURE,esophagal stimulation,ECG (rest) esophagal stimulation (rest and during effort)
159217133,NCT05704985,BIOLOGICAL,DK210 (EGFR),Solution for SC administration
159585670,NCT04540549,BEHAVIORAL,exercise,"Jogging or cycling ≥5 days/week, 30-60 min/d"
159585671,NCT03122275,OTHER,Customized text message invitation ( Step 1a),"Personalized text messages, automatically sent by Smart Message v.3.1 software. These text messages intend to invite women to cervical cancer screening"
159585672,NCT03122275,OTHER,Customized automatic phone call invitation (Step 1b),"Personalized phone call, not operator dependent, automatically sent by Smart-Interactive Voice Response v.1.1 software These phone calls intend to invite women to cervical cancer screening"
159217134,NCT05704985,RADIATION,Radiation therapy,Short regimen radiation therapy (10 fractions or less)
159585673,NCT03122275,OTHER,Secretary phone call (Step 2),"Manual phone call, performed by a trained secretary. These phone calls invite women to cervical cancer screening, but will only be used after automatic strategies (customized text messages and phone calls)"
159585674,NCT03122275,OTHER,Health professional face-to-face appointment (Step 3),"Women randomized to experimental arm, who do not undergo cervical cancer screening after automatic invitation or manual phone call, receive this intervention. First, women are contacted through a phone call, performed by a health professional, inviting them for a face-to-face appointment at her primary care unit.

During appointments, the health professional understands possible barriers felt by women for not undergoing cervical cancer screening. Health professionals will try to overcome these barriers, using pre-defined arguments and facts. Finally, women are invited to perform screening."
159585675,NCT03122275,OTHER,Written Letter,"A written letter will be used to invite eligible women to cervical cancer screening.

This intervention will be used only for women randomized to active comparator arm."
159585676,NCT00088907,DRUG,docetaxel,Given IV
159585677,NCT00088907,OTHER,placebo,Given orally
159585678,NCT00088907,DRUG,gefitinib,Given orally
159585679,NCT04311892,DIAGNOSTIC_TEST,EMG of the hip abductor muscles,"EMG will be carried out to examine the (superior gluteal nerve) SGN for all patients. The muscles will be evaluated according to the criteria of the American Academy of Electrophysiological Medicine for needle EMG. In order to exclude patients with polyneuropathy, radiculopathy, or plexopathy, nerve conduction studies of both lower extremities will be performed. Then, gluteus medius muscles will be assessed bilaterally to evaluate the SGN, the vastus medialis muscle for L4 root, tibialis anterior muscle for L5 root, and gastrocnemius muscle for S1 root."
159585680,NCT01462136,DRUG,ACHN-490 Injection,7.5 mg/kg single dose administered intravenously over 30 minutes
159585681,NCT04828187,DIAGNOSTIC_TEST,Comparison of the proposed artificial network with the ground truth,"Both eyes will be included for each study participant. Participants watched a 4-10-minute video in standard mesopic environmental lighting conditions at 3.5m viewing distance. Simultaneously, all blinking moves will be recorded through a web infrared camera.

The proposed system was tested on the 8 different subjects. Several metrics of blink detection and classification accuracy were calculated against the ground truth, which was generated by 3 independent experts, whose conflicts were resolved by a senior expert. Two independent blink identifications are assumed to be in agreement, if and only if there is sufficient temporal overlapping and the type of blink is the same between the DLED system and the ground truth."
159217135,NCT05704985,BIOLOGICAL,Immune checkpoint blockers,IV administration of approved PD1 blocker
159217136,NCT05704985,DRUG,Chemotherapy,Single agent or combination of not more than two
159217137,NCT00479921,BIOLOGICAL,Trivalent influenza subunit vaccine,
