id,nct_id,ctgov_group_code,result_type,title,description,outcome_id
315928754,NCT01525615,OG000,Outcome,Placebo,"once daily 2 puffs, solution for inhalation Respimat

placebo to tiotropium+olodaterol: comparator",100789324.0
315928755,NCT01525615,OG001,Outcome,Tio+Olo 2.5 / 5.0 µg,"Oral inhalation of fixed dose combination (FDC) of Tiotropium 2.5 μg and Olodaterol 5 μg (Tiotropium: 1.25 μg per actuation and Olodaterol: 2.5 μg per actuation), 2 puffs from the RESPIMAT inhaler, once daily, in the morning.",100789324.0
315928756,NCT01525615,OG002,Outcome,Tio+Olo 5.0 / 5.0 µg,"Oral inhalation of FDC of Tiotropium 5 μg and Olodaterol 5 μg (Tiotropium and Olodaterol: 2.5 μg per actuation), 2 puffs from the RESPIMAT inhaler, once daily, in the morning.",100789324.0
316725604,NCT04292470,BG002,Baseline,Total,Total of all reporting groups,
315928757,NCT01525615,OG000,Outcome,Placebo,"once daily 2 puffs, solution for inhalation Respimat

placebo to tiotropium+olodaterol: comparator",100789325.0
315928758,NCT01525615,OG001,Outcome,Tio+Olo 2.5 / 5.0 µg,"Oral inhalation of fixed dose combination (FDC) of Tiotropium 2.5 μg and Olodaterol 5 μg (Tiotropium: 1.25 μg per actuation and Olodaterol: 2.5 μg per actuation), 2 puffs from the RESPIMAT inhaler, once daily, in the morning.",100789325.0
315928759,NCT01525615,OG002,Outcome,Tio+Olo 5.0 / 5.0 µg,"Oral inhalation of FDC of Tiotropium 5 μg and Olodaterol 5 μg (Tiotropium and Olodaterol: 2.5 μg per actuation), 2 puffs from the RESPIMAT inhaler, once daily, in the morning.",100789325.0
315928760,NCT01525615,OG000,Outcome,Placebo,"once daily 2 puffs, solution for inhalation Respimat

placebo to tiotropium+olodaterol: comparator",100789326.0
315928761,NCT01525615,OG001,Outcome,Tio+Olo 2.5 / 5.0 µg,"Oral inhalation of fixed dose combination (FDC) of Tiotropium 2.5 μg and Olodaterol 5 μg (Tiotropium: 1.25 μg per actuation and Olodaterol: 2.5 μg per actuation), 2 puffs from the RESPIMAT inhaler, once daily, in the morning.",100789326.0
315928762,NCT01525615,OG002,Outcome,Tio+Olo 5.0 / 5.0 µg,"Oral inhalation of FDC of Tiotropium 5 μg and Olodaterol 5 μg (Tiotropium and Olodaterol: 2.5 μg per actuation), 2 puffs from the RESPIMAT inhaler, once daily, in the morning.",100789326.0
315928763,NCT01946152,OG000,Outcome,Maximum Tolerated Dose (MTD),"5 mg of Pomalidomide Daily days 1 - 21. 40 mg Dexamethasone On days 1, 8. 15, 22. 4mcg/kg of Zarxio (G-CSF) Days 22- 28.",100789327.0
317505609,NCT03187418,OG000,Outcome,Micropulse Trans-scleral CPC,"A treatment session of micropulse trans-scleral cyclophotocoagulation in the affected eye, using the MicroPulse® P3 Glaucoma Device (MP3) powered by the CYCLO G6™ Glaucoma Laser System (Iridex, Mountain View, CA, USA).

MicroPulse® P3 Glaucoma Device (MP3): Laser settings will be programmed as follows: power-2000mW-2500mW (average 2000mW) of 810nm infrared diode laser set on micropulse delivery mode; micropulse ""on"" time-0.5ms; micropulse ""off"" time-1.1ms; and duty cycle (proportion of each cycle during which the laser is on)-31.33 %.

The laser probe will be applied in a continuous sliding or painting motion from 9:30 to 2:30 and from 3:30 to 8:30. The probe will be applied perpendicular to the limbus with the edge directly on the limbus at all times (fiberoptic tip at 3 mm posterior to the limbus).

The laser will be delivered over 360° for 160-320s. Treatment duration will be adjusted based on iris color and glaucoma severity (mild glaucoma: 160s, moderate glaucoma: 240s, advanced glaucoma: 240-320s).",101265277.0
317505610,NCT03187418,OG000,Outcome,Micropulse Trans-scleral CPC,"A treatment session of micropulse trans-scleral cyclophotocoagulation in the affected eye, using the MicroPulse® P3 Glaucoma Device (MP3) powered by the CYCLO G6™ Glaucoma Laser System (Iridex, Mountain View, CA, USA).

MicroPulse® P3 Glaucoma Device (MP3): Laser settings will be programmed as follows: power-2000mW-2500mW (average 2000mW) of 810nm infrared diode laser set on micropulse delivery mode; micropulse ""on"" time-0.5ms; micropulse ""off"" time-1.1ms; and duty cycle (proportion of each cycle during which the laser is on)-31.33 %.

The laser probe will be applied in a continuous sliding or painting motion from 9:30 to 2:30 and from 3:30 to 8:30. The probe will be applied perpendicular to the limbus with the edge directly on the limbus at all times (fiberoptic tip at 3 mm posterior to the limbus).

The laser will be delivered over 360° for 160-320s. Treatment duration will be adjusted based on iris color and glaucoma severity (mild glaucoma: 160s, moderate glaucoma: 240s, advanced glaucoma: 240-320s).",101265278.0
317505611,NCT03187418,OG000,Outcome,Micropulse Trans-scleral CPC,"A treatment session of micropulse trans-scleral cyclophotocoagulation in the affected eye, using the MicroPulse® P3 Glaucoma Device (MP3) powered by the CYCLO G6™ Glaucoma Laser System (Iridex, Mountain View, CA, USA).

MicroPulse® P3 Glaucoma Device (MP3): Laser settings will be programmed as follows: power-2000mW-2500mW (average 2000mW) of 810nm infrared diode laser set on micropulse delivery mode; micropulse ""on"" time-0.5ms; micropulse ""off"" time-1.1ms; and duty cycle (proportion of each cycle during which the laser is on)-31.33 %.

The laser probe will be applied in a continuous sliding or painting motion from 9:30 to 2:30 and from 3:30 to 8:30. The probe will be applied perpendicular to the limbus with the edge directly on the limbus at all times (fiberoptic tip at 3 mm posterior to the limbus).

The laser will be delivered over 360° for 160-320s. Treatment duration will be adjusted based on iris color and glaucoma severity (mild glaucoma: 160s, moderate glaucoma: 240s, advanced glaucoma: 240-320s).",101265279.0
317505612,NCT03187418,OG000,Outcome,Micropulse Trans-scleral CPC,"A treatment session of micropulse trans-scleral cyclophotocoagulation in the affected eye, using the MicroPulse® P3 Glaucoma Device (MP3) powered by the CYCLO G6™ Glaucoma Laser System (Iridex, Mountain View, CA, USA).

MicroPulse® P3 Glaucoma Device (MP3): Laser settings will be programmed as follows: power-2000mW-2500mW (average 2000mW) of 810nm infrared diode laser set on micropulse delivery mode; micropulse ""on"" time-0.5ms; micropulse ""off"" time-1.1ms; and duty cycle (proportion of each cycle during which the laser is on)-31.33 %.

The laser probe will be applied in a continuous sliding or painting motion from 9:30 to 2:30 and from 3:30 to 8:30. The probe will be applied perpendicular to the limbus with the edge directly on the limbus at all times (fiberoptic tip at 3 mm posterior to the limbus).

The laser will be delivered over 360° for 160-320s. Treatment duration will be adjusted based on iris color and glaucoma severity (mild glaucoma: 160s, moderate glaucoma: 240s, advanced glaucoma: 240-320s).",101265280.0
317505613,NCT03431831,OG000,Outcome,FA+ Intervention Control,"All participants will receive diet/physical intervention. One arm will receive diet/physical activity intervention alone as a Intervention/usual care condition.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.",101265281.0
317505614,NCT03431831,OG001,Outcome,FA+ Counselling,"These participants will receive usual care and counseling in the form of motivational interviewing weekly with goal setting for the first 5 weeks and monthly intervention for the final 5 months.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.

Counselling: Usual care as listed in comparator intervention plus motivational interviewing to identify areas of barriers and how to overcome them, to help patient set achievable food, physical activity and beverage goals for themselves weekly and monthly. To identify whether knowledge or confidence counseling is more important for each participant and follow up with them. To help them learn self-management techniques for overeating.",101265281.0
317511773,NCT03641326,BG002,Baseline,Total,Total of all reporting groups,
317109333,NCT01888965,OG000,Outcome,Dovitinib,"Dovitinib 500 mg orally daily for 5 days followed by 2 days off (7 day cycles) for up to 2 years

Dovitinib: All patients in the study will receive Dovitinib, 500 mg orally daily for 5 days followed by 2 days off (7 day cycles) for up to 2 years.",101145129.0
317511774,NCT02727777,BG000,Baseline,Aggressive NHL(DLBCL/MCL/Transformed Large Cell Lymphoma/FL gr,Aggressive NHL(DLBCL/MCL/transformed large cell lymphoma/FL grade 3b,
315928764,NCT01946152,OG000,Outcome,Maximum Tolerated Dose (MTD),"5 mg of Pomalidomide Daily days 1 - 21. 40 mg Dexamethasone On days 1, 8. 15, 22. 4mcg/kg of Zarxio (G-CSF) Days 22- 28.",100789328.0
317109334,NCT01888965,OG000,Outcome,Dovitinib,"Dovitinib 500 mg orally daily for 5 days followed by 2 days off (7 day cycles) for up to 2 years

Dovitinib: All patients in the study will receive Dovitinib, 500 mg orally daily for 5 days followed by 2 days off (7 day cycles) for up to 2 years.",101145130.0
317511775,NCT02727777,BG001,Baseline,"Indolent NHL:FL grade1-3a,SLL,MZL","Indolent NHL:FL grade1-3a,SLL,MZL",
317511776,NCT02727777,BG002,Baseline,Hodgkin Lymphoma,Hodgkin lymphoma,
317511777,NCT02727777,BG003,Baseline,Total,Total of all reporting groups,
315928765,NCT01946152,OG000,Outcome,Cohort 0,"4 mg of Pomalidomide Daily days 1 - 21. 40 mg Dexamethasone On days 1, 8. 15, 22. 4mcg/kg of Zarxio (G-CSF) Days 22- 28.",100789329.0
315928766,NCT01946152,OG001,Outcome,Cohort I,"5 mg of Pomalidomide Daily days 1 - 21. 40 mg Dexamethasone On days 1, 8. 15, 22. 4mcg/kg of Zarxio (G-CSF) Days 22- 28.",100789329.0
315928767,NCT01946152,OG002,Outcome,Cohort II,"6 mg of Pomalidomide Daily days 1 - 21. 40 mg Dexamethasone On days 1, 8. 15, 22. 4mcg/kg of Zarxio (G-CSF) Days 22- 28.",100789329.0
315928768,NCT01946152,OG003,Outcome,Maximum Tolerated Dose (MTD),"5 mg of Pomalidomide Daily days 1 - 21. 40 mg Dexamethasone On days 1, 8. 15, 22. 4mcg/kg of Zarxio (G-CSF) Days 22- 28.",100789329.0
317505615,NCT03431831,OG002,Outcome,FA+ Contrave,"These participants will receive usual care and prescription of Contrave for weight loss. They will be seen weekly for the first 5 weeks and monthly for the final 5 months.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.

Contrave: In addition to usual care as described in the comparator intervention, these participants will be prescribed Contrave and raised to the therapeutic dosage within one month. They will be monitored closely for side effects and meds adjusted accordingly.",101265281.0
317511778,NCT05367973,BG000,Baseline,IVR: Estradiol 80 ug/Day + Progesterone 4mg/Day,"12-week IVR 80/4

IVR Dose 1: Estradiol 80 ug/day + progesterone 4 mg/day",
317511779,NCT05367973,BG001,Baseline,IVR Estradiol 160 ug/Day + Progesterone 8 mg/Day,"12-week IVR 160/8

IVR Dose 2: Estradiol 160 ug/day + progesterone 8 mg/day",
317511780,NCT05367973,BG002,Baseline,Total,Total of all reporting groups,
315928769,NCT01946152,OG000,Outcome,Maximum Tolerated Dosage (MTD),"5 mg of Pomalidomide Daily days 1 - 21. 40 mg Dexamethasone On days 1, 8. 15, 22. 4mcg/kg of Zarxio (G-CSF) Days 22- 28.",100789330.0
315928770,NCT03712787,OG000,Outcome,300 mg/1000 mg Tilavonemab,Participants who received 300 mg tilavonemab in Study M15-566 received 1000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789331.0
315928771,NCT03712787,OG001,Outcome,1000 mg/1000 mg Tilavonemab,Participants who received 1000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789331.0
315928772,NCT03712787,OG002,Outcome,2000 mg/2000 mg Tilavonemab,Participants who received 2000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789331.0
315928773,NCT03712787,OG003,Outcome,PBO/2000 mg Tilavonemab,Participants who received PBO in Study M15-566 received 2000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789331.0
315928774,NCT03712787,OG000,Outcome,300 mg/1000 mg Tilavonemab,Participants who received 300 mg tilavonemab in Study M15-566 received 1000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789332.0
315928775,NCT03712787,OG001,Outcome,1000 mg/1000 mg Tilavonemab,Participants who received 1000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789332.0
315928776,NCT03712787,OG002,Outcome,2000 mg/2000 mg Tilavonemab,Participants who received 2000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789332.0
317511781,NCT05152966,BG000,Baseline,FARAPULSE™ Endocardial Cardiac Ablation,"Ablation using FARAPULSE™ Cardiac Ablation System Plus

Ablation: Ablation using the FARAPULSE™ Cardiac Ablation System Plus",
315928777,NCT03712787,OG003,Outcome,PBO/2000 mg Tilavonemab,Participants who received PBO in Study M15-566 received 2000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789332.0
315928778,NCT03712787,OG000,Outcome,300 mg/1000 mg Tilavonemab,Participants who received 300 mg tilavonemab in Study M15-566 received 1000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789333.0
315928779,NCT03712787,OG001,Outcome,1000 mg/1000 mg Tilavonemab,Participants who received 1000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789333.0
315928780,NCT03712787,OG002,Outcome,2000 mg/2000 mg Tilavonemab,Participants who received 2000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789333.0
315928781,NCT03712787,OG003,Outcome,PBO/2000 mg Tilavonemab,Participants who received PBO in Study M15-566 received 2000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789333.0
315928782,NCT03712787,OG000,Outcome,300 mg/1000 mg Tilavonemab,Participants who received 300 mg tilavonemab in Study M15-566 received 1000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789334.0
315928783,NCT03712787,OG001,Outcome,1000 mg/1000 mg Tilavonemab,Participants who received 1000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789334.0
315928784,NCT03712787,OG002,Outcome,2000 mg/2000 mg Tilavonemab,Participants who received 2000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789334.0
315928785,NCT03712787,OG003,Outcome,PBO/2000 mg Tilavonemab,Participants who received PBO in Study M15-566 received 2000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789334.0
315928786,NCT03712787,OG000,Outcome,300 mg/1000 mg Tilavonemab,Participants who received 300 mg tilavonemab in Study M15-566 received 1000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789335.0
316327950,NCT02564523,BG000,Baseline,"Cohort 1: Ad26.ZEBOV, MVA-BN-Filo, Ad26.ZEBOV, 28-Day Interval","Participants (healthy adults and elderly) received intramuscular (IM) injection of Ad26.ZEBOV 5\*10\^10 viral particles (vp) on Day 1 followed by IM injection of MVA-BN-filo 1\*10\^8 infectious units (Inf.U) on Day 29. Subset of participants who earlier received Ad26.ZEBOV and MVA-BN-Filo (at selected sites), afterwards received IM injection of Ad26.ZEBOV 5\*10\^10 vp as a booster dose at 1 year post dose 1 (Day 365).",
317109335,NCT00638651,OG000,Outcome,Laser Treatment With Imiquimod (Group 1),"The tattoo will be treated with laser and imiquimod 5% cream

1064 nm Nd:YAG laser: The laser used will be a 1064 nm Nd:YAG, with a 10ns pulse, 3mm spot size and 4 joules of energy

Imiquimod, 5% cream: 2 weeks after the laser procedure the imiquimod will be applied 3 times a week for one month",101145131.0
316714863,NCT02825251,OG001,Outcome,NovoRapid,The subjects received insulin aspart (NovoRapid®/NovoLog®: basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028158.0
316714864,NCT02825251,OG000,Outcome,Faster Aspart,The subjects received faster aspart (basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028159.0
317505616,NCT03431831,OG003,Outcome,FA+ Contrave and Counseling,"These participants will receive usual care of diet and physical activity recommendations and Contrave prescription and counseling (motivational interviewing interventions weekly for the first 5 weeks and then monthly for 5 months.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.

Counselling: Usual care as listed in comparator intervention plus motivational interviewing to identify areas of barriers and how to overcome them, to help patient set achievable food, physical activity and beverage goals for themselves weekly and monthly. To identify whether knowledge or confidence counseling is more important for each participant and follow up with them. To help them learn self-management techniques for overeating.

Contrave: In addition to usual care as described in the comparator intervention, these participants will be prescribed Contrave and raised to the therapeutic dosage within one month. They will be monitored closely for side effects and meds adjusted accordingly.

Contrave and Counseling: This group of participants will receive a combination of all the above interventions including diet/physical activity prescription, motivational interviewing and Contrave.",101265281.0
317505617,NCT03431831,OG004,Outcome,FA- Intervention Control,"All participants will receive diet/physical intervention. One arm will receive diet/physical activity intervention alone as a Intervention/usual care condition.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.",101265281.0
317505618,NCT03431831,OG005,Outcome,FA- Counseling,"These participants will receive usual care and counseling in the form of motivational interviewing weekly with goal setting for the first 5 weeks and monthly intervention for the final 5 months.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.

Counselling: Usual care as listed in comparator intervention plus motivational interviewing to identify areas of barriers and how to overcome them, to help patient set achievable food, physical activity and beverage goals for themselves weekly and monthly. To identify whether knowledge or confidence counseling is more important for each participant and follow up with them. To help them learn self-management techniques for overeating.",101265281.0
317505619,NCT03431831,OG006,Outcome,FA-Contrave,"These participants will receive usual care and prescription of Contrave for weight loss. They will be seen weekly for the first 5 weeks and monthly for the final 5 months.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.

Contrave: In addition to usual care as described in the comparator intervention, these participants will be prescribed Contrave and raised to the therapeutic dosage within one month. They will be monitored closely for side effects and meds adjusted accordingly.",101265281.0
317512097,NCT03806933,OG002,Outcome,NT 201 75 U,"Participants from Stage 1 received NT 201 75 U, powder for solution for injection, intramuscularly with the total amount of 0.25 mL injected into the glabellar area in equal aliquots administered to 5 injection sites (0.05 mL per injection site) on Day 1 of MP. Participants had the opportunity to receive an optional follow-up treatment with the dose of NT 201 20 U with the total amount of 0.5 mL injected into the glabellar area in equal aliquots administered to 5 injection sites (0.1 mL per injection site) in the OLEX period.",101267261.0
315928787,NCT03712787,OG001,Outcome,1000 mg/1000 mg Tilavonemab,Participants who received 1000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789335.0
317109336,NCT00638651,OG001,Outcome,Laser Treatment With Placebo Cream (Group 2),"The tattoo will be treated with laser and placebo topical cream

1064 nm Nd:YAG laser: The laser used will be a 1064 nm Nd:YAG, with a 10ns pulse, 3mm spot size and 4 joules of energy",101145131.0
315928788,NCT03712787,OG002,Outcome,2000 mg/2000 mg Tilavonemab,Participants who received 2000 mg tilavonemab in Study M15-566 were continued on the same dose in Study M15-570 via IV infusion every 4 weeks.,100789335.0
315928789,NCT03712787,OG003,Outcome,PBO/2000 mg Tilavonemab,Participants who received PBO in Study M15-566 received 2000 mg tilavonemab in Study M15-570 via IV infusion every 4 weeks.,100789335.0
315928790,NCT01865448,OG000,Outcome,Control,"Patients in this group will receive an placebo capsule, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme",100789336.0
317505620,NCT03431831,OG007,Outcome,FA- Contrave and Counseling,"These participants will receive usual care of diet and physical activity recommendations and Contrave prescription and counseling (motivational interviewing interventions weekly for the first 5 weeks and then monthly for 5 months.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.

Counselling: Usual care as listed in comparator intervention plus motivational interviewing to identify areas of barriers and how to overcome them, to help patient set achievable food, physical activity and beverage goals for themselves weekly and monthly. To identify whether knowledge or confidence counseling is more important for each participant and follow up with them. To help them learn self-management techniques for overeating.

Contrave: In addition to usual care as described in the comparator intervention, these participants will be prescribed Contrave and raised to the therapeutic dosage within one month. They will be monitored closely for side effects and meds adjusted accordingly.

Contrave and Counseling: This group of participants will receive a combination of all the above interventions including diet/physical activity prescription, motivational interviewing and Contrave.",101265281.0
315928791,NCT01865448,OG001,Outcome,Omega-3 DHA,"Patients in this group will receive 500 mg/day supplement of DHA omega-3 fatty acid in capsule form, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme.

Omega-3 DHA: Patients take daily 2 tablets of placebo",100789336.0
316714865,NCT02825251,OG001,Outcome,NovoRapid,The subjects received insulin aspart (NovoRapid®/NovoLog®: basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028159.0
316714866,NCT02825251,OG000,Outcome,Faster Aspart,The subjects received faster aspart (basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028160.0
316714867,NCT02825251,OG001,Outcome,NovoRapid,The subjects received insulin aspart (NovoRapid®/NovoLog®: basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028160.0
316714868,NCT02825251,OG000,Outcome,Faster Aspart,The subjects received faster aspart (basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028161.0
315928792,NCT01865448,OG000,Outcome,Control,"Patients in this group will receive an placebo capsule, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme",100789337.0
316714869,NCT02825251,OG001,Outcome,NovoRapid,The subjects received insulin aspart (NovoRapid®/NovoLog®: basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028161.0
316725605,NCT02484664,BG000,Baseline,Celecoxib,"Celecoxib 200mg PO QD for 6 months

Celecoxib: We will perform a pilot clinical trial to investigate the safety and tolerability of celecoxib therapy as a single agent for patients with LAM. LAM subjects who are not taking everolimus or rapamycin will be treated with celecoxib at 200mg PO QD for 6 months. They will be monitored for respiratory function and angiomyolipoma size. At the end of the 6 month period, celecoxib will be discontinued, and subjects will be monitored for another 6 months.",
315928793,NCT01865448,OG001,Outcome,Omega-3 DHA,"Patients in this group will receive 500 mg/day supplement of DHA omega-3 fatty acid in capsule form, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme.

Omega-3 DHA: Patients take daily 2 tablets of placebo",100789337.0
315928794,NCT01865448,OG000,Outcome,Control,"Patients in this group will receive an placebo capsule, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme",100789338.0
315928795,NCT01865448,OG001,Outcome,Omega-3 DHA,"Patients in this group will receive 500 mg/day supplement of DHA omega-3 fatty acid in capsule form, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme.

Omega-3 DHA: Patients take daily 2 tablets of placebo",100789338.0
315928796,NCT01865448,OG000,Outcome,Control,"Patients in this group will receive an placebo capsule, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme",100789339.0
317505621,NCT03431831,OG000,Outcome,FA+ Intervention Control,"All participants will receive diet/physical intervention. One arm will receive diet/physical activity intervention alone as a Intervention/usual care condition.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.",101265282.0
317505622,NCT03431831,OG001,Outcome,FA+ Counselling,"These participants will receive usual care and counseling in the form of motivational interviewing weekly with goal setting for the first 5 weeks and monthly intervention for the final 5 months.

Intervention Control: diet recommendations of 1200 calorie limit for women daily and 1400 limit for men daily. Decreased foods that are high sugar, highly processed, low nutrient simple carbohydrates. Increased foods that are whole foods, lean proteins, complex carbohydrates and healthy fats. Switch from high calorie drinks to water for beverages.

Counselling: Usual care as listed in comparator intervention plus motivational interviewing to identify areas of barriers and how to overcome them, to help patient set achievable food, physical activity and beverage goals for themselves weekly and monthly. To identify whether knowledge or confidence counseling is more important for each participant and follow up with them. To help them learn self-management techniques for overeating.",101265282.0
