id,nct_id,outcome_id,result_group_id,ctgov_group_code,classification,category,title,description,units,param_type,param_value,param_value_num,dispersion_type,dispersion_value,dispersion_value_num,dispersion_lower_limit,dispersion_upper_limit,explanation_of_na,dispersion_upper_limit_raw,dispersion_lower_limit_raw
753204189,NCT01948193,100832006,316074748,OG000,Grade 3 Inj.-site Tenderness; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,1.1,1.1,,,,,,,,
753204190,NCT01948193,100832006,316074748,OG000,Any Injection-site Erythema; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,3.4,3.4,,,,,,,,
753204191,NCT01948193,100832006,316074748,OG000,Grade 3 Inj. site Erythema; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204192,NCT01948193,100832006,316074748,OG000,Any Injection-site Swelling; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,3.4,3.4,,,,,,,,
755493562,NCT03531762,101140527,317093770,OG000,,,Maximum Observed Plasma Concentration (Cmax) of Tepotinib in Treatment B,Cmax was obtained directly from the concentration versus time curve.,ng/mL,GEOMETRIC_MEAN,227,227.0,Geometric Coefficient of Variation,25.7,25.7,,,,,
755493563,NCT03531762,101140528,317093771,OG000,,,"Time to Reach Maximum Plasma Concentration (Tmax) of Tepotinib in Treatments A, B and C",Time to reach the maximum plasma concentration (Tmax) was obtained directly from the concentration versus time curve.,Hours,MEDIAN,8.0,8.0,Full Range,,,6.0,12.0,,12.0,6.0
756409327,NCT05626673,101267397,317512460,OG000,Intent to continue use,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.47,4.47,Standard Deviation,.71,0.71,,,,,
756409328,NCT05626673,101267397,317512460,OG000,Relevance in improving mental health,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.14,4.14,Standard Deviation,.74,0.74,,,,,
756409329,NCT05626673,101267397,317512460,OG000,Relevance in improving spiritual life,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.42,4.42,Standard Deviation,.88,0.88,,,,,
753204193,NCT01948193,100832006,316074748,OG000,Grade 3 Inj. site Swelling; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204194,NCT01948193,100832006,316074748,OG000,Any Injection-site Tenderness; Post Inj. 3 (N=168),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,11.9,11.9,,,,,,,,
753204195,NCT01948193,100832006,316074748,OG000,Grade 3 Inj. site Tenderness; Post Inj. 3 (N=168),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204196,NCT01948193,100832006,316074748,OG000,Any Injection-site Erythema; Post Inj. 3 (N=168),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.6,0.6,,,,,,,,
753204197,NCT01948193,100832006,316074748,OG000,Grade 3 Inj. site Erythema; Post Inj. 3 (N=168),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204198,NCT01948193,100832006,316074748,OG000,Any Injection-site Swelling; Post Inj. 3 (N=168),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,6.5,6.5,,,,,,,,
753204199,NCT01948193,100832006,316074748,OG000,Grade 3 Inj. site Swelling; Post Inj. 3 (N=168),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204200,NCT01948193,100832006,316074748,OG000,Any Fever; Post-injection 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,7.5,7.5,,,,,,,,
753204201,NCT01948193,100832006,316074748,OG000,Grade 3 Fever; Post-injection 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204202,NCT01948193,100832006,316074748,OG000,Any Vomiting; Post-injection 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,9.8,9.8,,,,,,,,
753204203,NCT01948193,100832006,316074748,OG000,Grade 3 Vomiting; Post-injection 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204204,NCT01948193,100832006,316074748,OG000,Any Crying abnormal; Post-injection 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,16.1,16.1,,,,,,,,
753204205,NCT01948193,100832006,316074748,OG000,Grade 3 Crying abnormal; Post-injection 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,1.1,1.1,,,,,,,,
756409330,NCT05626673,101267397,317512460,OG000,Racial/ethnic identity well-represented,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.29,4.29,Standard Deviation,.74,0.74,,,,,
753204206,NCT01948193,100832006,316074748,OG000,Any Drowsiness; Post injection 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,9.8,9.8,,,,,,,,
753204207,NCT01948193,100832006,316074748,OG000,Grade 3 Drowsiness; Post Inj. 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,1.1,1.1,,,,,,,,
756409390,NCT02247440,101267414,317512477,OG000,Week 20 to Week 24,Compliance ≥ 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,13,13.0,,,,,,,,
756409331,NCT05626673,101267397,317512460,OG000,Content good fit with racial/ethnic identity,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.15,4.15,Standard Deviation,.85,0.85,,,,,
756409332,NCT05626673,101267397,317512460,OG000,Content good fit with cultural worldview,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.29,4.29,Standard Deviation,.76,0.76,,,,,
753204208,NCT01948193,100832006,316074748,OG000,Any Appetite lost; Post Inj. 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,6.9,6.9,,,,,,,,
753204209,NCT01948193,100832006,316074748,OG000,Grade 3 Appetite lost; Post Inj. 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204210,NCT01948193,100832006,316074748,OG000,Any Irritability; Post Inj. 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,22.4,22.4,,,,,,,,
753204211,NCT01948193,100832006,316074748,OG000,Grade 3 Irritability; Post Inj. 1 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.6,0.6,,,,,,,,
753204212,NCT01948193,100832006,316074748,OG000,Any Fever; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,8.6,8.6,,,,,,,,
753204213,NCT01948193,100832006,316074748,OG000,Grade 3 Fever; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204214,NCT01948193,100832006,316074748,OG000,Any Vomiting; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,3.4,3.4,,,,,,,,
756409333,NCT05626673,101267397,317512460,OG000,App good fit with religious beliefs or worldview,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.25,4.25,Standard Deviation,.87,0.87,,,,,
756409334,NCT05626673,101267397,317512460,OG000,App good fit with cultural identity or worldview,,Acceptability of Mobile App,"9 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher acceptability (i.e., better outcome)",units on a scale,MEAN,4.11,4.11,Standard Deviation,.87,0.87,,,,,
