id,nct_id,agency_class,lead_or_collaborator,name
150445782,NCT04853186,OTHER,collaborator,Wellcome Trust
150445783,NCT04853186,OTHER,collaborator,"Médecins Sans Frontières, France"
150445784,NCT04853186,OTHER_GOV,collaborator,"Ministry of Public Health, Democratic Republic of the Congo"
150445785,NCT04853186,UNKNOWN,collaborator,"Institut National de Recherche Biomédicale. Goma, République Démocratique du Congo"
150445786,NCT04853186,UNKNOWN,collaborator,Grand Labo de Lubumbashi
150445787,NCT04114123,OTHER,collaborator,American Heart Association
150445788,NCT02371044,OTHER,collaborator,Heart and Diabetes Center North Rhine-Westphalia
150445789,NCT02023086,INDUSTRY,collaborator,"Genzyme, a Sanofi Company"
150445790,NCT06595979,OTHER_GOV,collaborator,Ningbo Medical Center Lihuili Hospital
150445791,NCT06595979,OTHER,collaborator,First Affiliated Hospital of Wenzhou Medical University
150445792,NCT06593223,UNKNOWN,collaborator,"Shenzhen Fiber Medical Technology Co., Ltd."
150445793,NCT06596512,OTHER,collaborator,Patient-Centered Outcomes Research Institute
150445794,NCT06595927,OTHER,collaborator,University of Liege
150445795,NCT06443814,OTHER,collaborator,Morehouse School of Medicine
150445796,NCT06443814,OTHER,collaborator,Howard University
150445797,NCT06988410,NIH,collaborator,National Institute on Aging (NIA)
150445798,NCT06988410,OTHER,collaborator,Innovations for Poverty Action
150445799,NCT05762757,UNKNOWN,collaborator,American Association of Obstetricians and Gynecologists
150445800,NCT04272242,INDUSTRY,collaborator,ViiV Healthcare
150794960,NCT05349227,INDUSTRY,collaborator,Gilead Sciences
150794961,NCT05349227,NIH,collaborator,National Institute of Nursing Research (NINR)
150794962,NCT03660644,OTHER_GOV,collaborator,"National Health Service, United Kingdom"
150794963,NCT03660644,OTHER,collaborator,British Lung Foundation
150445801,NCT06596863,OTHER,collaborator,Ain Shams University
150445802,NCT06604611,OTHER_GOV,collaborator,National Natural Science Foundation of China
150794964,NCT03660644,OTHER,collaborator,"University College, London"
150445803,NCT06597045,INDUSTRY,collaborator,Roche Diagnostics GmbH
150445804,NCT06597045,OTHER,collaborator,University of Glasgow
150794965,NCT03660644,OTHER,collaborator,University of Oxford
150445805,NCT06587061,INDUSTRY,collaborator,"Jiangsu HengRui Medicine Co., Ltd."
150794966,NCT06612645,OTHER,collaborator,King Chulalongkorn Memorial Hospital
150445806,NCT06589947,UNKNOWN,collaborator,Heidelberg; University of Heidelberg
150794967,NCT05534711,OTHER,collaborator,McMaster University
150445807,NCT06589947,UNKNOWN,collaborator,Berlin; Charité
150445808,NCT06589947,UNKNOWN,collaborator,Bonn; Kindernieren-zentrum Bonn
150445809,NCT06589947,UNKNOWN,collaborator,Essen; University Hospital Essen
150445810,NCT06589947,UNKNOWN,collaborator,Frankfurt; Clementine Kinderhospital
150445811,NCT06589947,UNKNOWN,collaborator,Hamburg; University Hospital Hamburg-Eppendorf
150794968,NCT05534711,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR)
150445812,NCT06589947,UNKNOWN,collaborator,Stuttgart; Olgahospital
150794969,NCT05047718,INDUSTRY,collaborator,"Sanofi Pasteur, a Sanofi Company"
150445813,NCT06589947,UNKNOWN,collaborator,Ankara; Hacettepe University Hospital
150445814,NCT06589947,UNKNOWN,collaborator,Vienna; University Hospital Vienna
150445815,NCT06595914,FED,collaborator,U.S. Army Medical Research Acquisition Activity
150445816,NCT06595914,OTHER,collaborator,Ohio State University
150445817,NCT06590714,INDUSTRY,collaborator,"Dong-A ST Co., Ltd."
150445818,NCT06590714,OTHER,collaborator,Seoul National University Hospital
150445819,NCT06601491,OTHER,collaborator,Aristotle University Of Thessaloniki
150445820,NCT06601491,OTHER,collaborator,Harokopio University
150445821,NCT06590831,OTHER,collaborator,Al-Azhar University
150445822,NCT06601088,OTHER,collaborator,Danderyd Hospital
150445823,NCT06984952,OTHER,collaborator,Seoul National University Bundang Hospital
150445824,NCT06984952,OTHER,collaborator,Seoul National University Boramae Hospital
150445825,NCT06984952,OTHER,collaborator,Severance Hospital
150445826,NCT06984952,OTHER,collaborator,Chungnam National University Hospital
150445827,NCT06984952,OTHER,collaborator,Keimyung University Dongsan Medical Center
150445828,NCT06984952,OTHER_GOV,collaborator,"National Cancer Center, Korea"
150445829,NCT06984952,OTHER,collaborator,The Catholic University of Korea
150445830,NCT06984952,OTHER,collaborator,Ajou University School of Medicine
150445831,NCT06984952,OTHER,collaborator,Pusan National University Hospital
150445832,NCT06985875,OTHER,collaborator,Instituto Universitario de Oftalmobiología Aplicada (Institute of Applied Ophthalmobiology) - IOBA
150445833,NCT06989593,UNKNOWN,collaborator,Harvard Catalyst Pilot Grant
150445834,NCT06003283,UNKNOWN,collaborator,Fonds voor Wetenschappelijk Reumaonderzoek (FWRO)
150445835,NCT06862622,NIH,collaborator,National Institutes of Health (NIH)
150445836,NCT05523089,INDUSTRY,collaborator,Janssen Pharmaceuticals
150445837,NCT06997939,UNKNOWN,collaborator,"Nantong Shengyuan Stem Cell Techology Co., Ltd"
150445838,NCT06999928,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
150794970,NCT05047718,INDUSTRY,collaborator,"Bioster, a.s."
150794971,NCT05812807,NIH,collaborator,National Cancer Institute (NCI)
150445839,NCT06998654,OTHER,collaborator,Western Norway University of Applied Sciences
150445840,NCT06999798,NIH,collaborator,National Institute for Biomedical Imaging and Bioengineering (NIBIB)
150445841,NCT06998940,NIH,collaborator,National Cancer Institute (NCI)
150445842,NCT06998316,UNKNOWN,collaborator,"Clinique des Cèdres, Echirolles"
150445843,NCT06999408,INDUSTRY,collaborator,"Benev Company, Inc."
150445844,NCT06999317,UNKNOWN,collaborator,VISUAL INTERACTION & COMMUNICATION TECHNOLOGIES - VICOMTECH
150794972,NCT06157281,NIH,collaborator,National Institute of Mental Health (NIMH)
150794973,NCT06157281,OTHER,collaborator,University of Stellenbosch
150794974,NCT06157281,UNKNOWN,collaborator,Western Cape Department of Health and Wellness
150445845,NCT06999317,NETWORK,collaborator,Clinic for Cardiovascular Diseases Magdalena
150794975,NCT02420613,NIH,collaborator,National Cancer Institute (NCI)
150794976,NCT04018677,NIH,collaborator,National Institutes of Health (NIH)
150794977,NCT04018677,OTHER,collaborator,Medable Inc.
150445846,NCT06999317,INDUSTRY,collaborator,Biokeralty Research Institute
150794978,NCT00376077,INDUSTRY,collaborator,Bayer
150794979,NCT02523339,OTHER,collaborator,"University Hospital, Basel, Switzerland"
150794980,NCT02523339,OTHER,collaborator,Aston University
150445847,NCT06999317,OTHER,collaborator,Keralty SAS. Colombia
150445848,NCT06999317,UNKNOWN,collaborator,ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON
150794981,NCT02523339,OTHER,collaborator,University of Jena
150794982,NCT02523339,OTHER,collaborator,Medical University of Vienna
150794983,NCT02523339,OTHER,collaborator,University of Aarhus
150794984,NCT02523339,UNKNOWN,collaborator,Clinical Research Center Memorial A. de Rothschild
150794985,NCT02523339,OTHER,collaborator,Palacky University
150794986,NCT02523339,OTHER,collaborator,University of Toyama
150445849,NCT06999317,OTHER,collaborator,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla
150445850,NCT06999317,OTHER,collaborator,"University of Dublin, Trinity College"
150445851,NCT06999317,UNKNOWN,collaborator,TREE Technology S.A.
150445852,NCT06999317,OTHER,collaborator,Dublin City University
150968964,NCT01958944,OTHER,collaborator,Soroka University Medical Center
150794987,NCT02757872,OTHER,collaborator,Brigham and Women's Hospital
150794988,NCT02757872,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
150794989,NCT00146367,OTHER,collaborator,University of North Carolina
150794990,NCT04956874,OTHER,collaborator,AdventHealth
150445853,NCT06999317,OTHER,collaborator,Tampere University
150445854,NCT06999317,OTHER,collaborator,Ben-Gurion University of the Negev
150445855,NCT06999317,OTHER,collaborator,Biogipuzkoa Health Research Institute
150445856,NCT06999317,OTHER,collaborator,Vilnius University Hospital Santaros Klinikos
150445857,NCT07000019,NIH,collaborator,National Institute on Deafness and Other Communication Disorders (NIDCD)
150794991,NCT03231280,INDUSTRY,collaborator,Nordic Bioscience A/S
150794992,NCT02073240,FED,collaborator,United States President's Emergency Plan for AIDS Relief
150445858,NCT07000019,OTHER,collaborator,New York University
150445859,NCT06597864,OTHER,collaborator,"University Hospital, Akershus"
150794993,NCT01232738,UNKNOWN,collaborator,Western ALS Study Group
150794994,NCT04651790,OTHER_GOV,collaborator,"Ministry of Health, Chile"
150794995,NCT04651790,INDUSTRY,collaborator,"Sinovac Biotech Co., Ltd"
150794996,NCT00683683,OTHER,collaborator,Heart and Stroke Foundation of Canada
150794997,NCT00683683,INDUSTRY,collaborator,Laerdal Medical
150445860,NCT06604663,UNKNOWN,collaborator,Moi University College of Health Sciences
150445861,NCT06604663,OTHER,collaborator,Moi Teaching and Referral Hospital
150445862,NCT06604663,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
150445863,NCT05884645,OTHER,collaborator,Copenhagen Academy for Medical Education and Simulation
150445864,NCT06700668,FED,collaborator,U.S. Army Medical Research and Development Command
150445865,NCT06279351,OTHER,collaborator,Chongqing Medical University
150794998,NCT02979249,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
150794999,NCT02781090,OTHER,collaborator,Westat
150795000,NCT02781090,OTHER,collaborator,Johns Hopkins University
150795001,NCT00003124,NIH,collaborator,National Cancer Institute (NCI)
150795002,NCT03968380,OTHER,collaborator,European Research Council
150445866,NCT06921551,UNKNOWN,collaborator,Fundación Esclerosis Múltiple Madrid (FEMM)
150445867,NCT06934382,INDUSTRY,collaborator,Beam Therapeutics Inc.
150445868,NCT06936566,INDUSTRY,collaborator,Incyte Corporation
150445869,NCT06936566,NIH,collaborator,National Cancer Institute (NCI)
150795003,NCT00805805,FED,collaborator,FDA Office of Orphan Products Development
150620760,NCT00794625,OTHER,collaborator,University of Texas
150445871,NCT06844383,INDUSTRY,collaborator,Pfizer
150445872,NCT06844383,OTHER,collaborator,Dana-Farber Cancer Institute
150445873,NCT06844383,OTHER,collaborator,Memorial Sloan Kettering Cancer Center
150445874,NCT05616585,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
150795004,NCT06094946,OTHER,collaborator,Helsinki University Central Hospital
150445875,NCT06893029,OTHER,collaborator,"University Hospital, Zürich"
150795005,NCT03117829,NIH,collaborator,National Institute on Aging (NIA)
150445876,NCT06893029,OTHER,collaborator,BrainCare Medical Group
150445877,NCT04067661,OTHER,collaborator,"University of California, San Francisco"
150795006,NCT03265171,OTHER,collaborator,Cedars-Sinai Medical Center
150795007,NCT03265171,OTHER,collaborator,Vanderbilt University Medical Center
150445878,NCT04067661,OTHER,collaborator,Emory University
150445879,NCT04067661,OTHER,collaborator,"Research Foundation for Mental Hygiene, Inc."
150445880,NCT05860946,OTHER,lead,Huashan Hospital
150445881,NCT00018148,FED,lead,US Department of Veterans Affairs
150795008,NCT03265171,OTHER,collaborator,"Indiana Hemophilia &Thrombosis Center, Inc."
150795009,NCT03385590,OTHER,collaborator,Michigan State University
150795010,NCT01486290,OTHER,collaborator,American Diabetes Association
150795011,NCT01807338,INDUSTRY,collaborator,Medtronic
150795012,NCT01807338,INDUSTRY,collaborator,TFS Trial Form Support
150795013,NCT02137317,OTHER,collaborator,University of Copenhagen
150795014,NCT02137317,OTHER,collaborator,Odense University Hospital
150795015,NCT02137317,UNKNOWN,collaborator,Dialogos
150795016,NCT02137317,UNKNOWN,collaborator,Nepal Development Society
150445882,NCT04948216,OTHER,lead,Peking University Third Hospital
150795017,NCT02137317,UNKNOWN,collaborator,Nepal Public Health Foundation
150445883,NCT06245343,OTHER,lead,Gazi University
150445884,NCT04602663,OTHER,lead,Tanta University
150445885,NCT02263599,OTHER,lead,Zealand University Hospital
150795018,NCT02137317,UNKNOWN,collaborator,Nepal Red Cross Society
150445886,NCT01183806,OTHER,lead,Federal University of Bahia
150795019,NCT02137317,UNKNOWN,collaborator,Dansk Selskab for Arbejds- og Miljømedicin
150445887,NCT01105481,OTHER,lead,"National Health Research Institutes, Taiwan"
150795020,NCT02137317,OTHER,collaborator,"The Augustinus Foundation, Denmark."
150445888,NCT01883258,OTHER,lead,University of Florida
150445889,NCT06472362,OTHER,lead,Royal Brompton & Harefield NHS Foundation Trust
150445890,NCT01972217,INDUSTRY,lead,AstraZeneca
150445891,NCT02670317,OTHER,lead,Fondazione Italiana Linfomi - ETS
150445892,NCT04684888,OTHER,lead,Suzan A Rattan
150445893,NCT06025773,INDUSTRY,lead,Addpharma Inc.
150445894,NCT01766934,INDUSTRY,lead,Sandoz
150445895,NCT04841122,OTHER,lead,Aalborg University Hospital
150445896,NCT05291520,INDUSTRY,lead,ViiV Healthcare
150445897,NCT01615120,INDUSTRY,lead,GTx
150795021,NCT02137317,UNKNOWN,collaborator,Else og Mogens Wedell Wedellsborgs Foundation
150795022,NCT02137317,UNKNOWN,collaborator,Syngenta
150795023,NCT02137317,INDUSTRY,collaborator,BASF
150445898,NCT00648609,OTHER,lead,Essentia Health
150445899,NCT02700061,OTHER,lead,University of Sao Paulo General Hospital
150445900,NCT04395976,OTHER,lead,British Ayurvedic Medical Council
150445901,NCT01702311,OTHER,lead,Emory University
150445902,NCT05304039,OTHER,lead,Franciscus Gasthuis
150445903,NCT01314313,INDUSTRY,lead,Edwards Lifesciences
150445904,NCT03902431,OTHER,lead,University of Rochester
150795024,NCT00948649,INDUSTRY,collaborator,AstraZeneca
150445905,NCT00830882,OTHER,lead,University of Dundee
150445906,NCT05371626,OTHER,lead,Minia University
150445907,NCT03572517,OTHER,lead,AC Camargo Cancer Center
150445908,NCT04618302,OTHER,lead,Thomas Radtke
150445909,NCT02170376,INDUSTRY,lead,Bial - Portela C S.A.
150445910,NCT03669536,OTHER,lead,Tarumanagara University
150445911,NCT03175367,INDUSTRY,lead,Regeneron Pharmaceuticals
150445912,NCT04424095,OTHER,lead,University of Catanzaro
150445913,NCT03005444,OTHER,lead,"Air Force Military Medical University, China"
150445914,NCT00901836,OTHER,lead,University of Florida
150445915,NCT05600634,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
150445916,NCT00809185,OTHER,lead,Case Comprehensive Cancer Center
150445917,NCT05049252,OTHER,lead,University of Aarhus
150445918,NCT06029946,OTHER,lead,Assiut University
150445919,NCT04301960,OTHER,lead,Eastern Mediterranean University
150445920,NCT06520501,OTHER,lead,Universitas Palangka Raya
150445921,NCT02581813,OTHER,lead,Brock University
150445922,NCT00003403,INDUSTRY,lead,Gem Pharmaceuticals
150445923,NCT05740072,OTHER,lead,University Hospital Padova
150445924,NCT02451722,OTHER_GOV,lead,Sheba Medical Center
150445925,NCT03593369,INDUSTRY,lead,KLOX Technologies Inc.
150445926,NCT02576483,OTHER,lead,Stanford University
150445927,NCT02464540,OTHER,lead,Federal University of Pelotas
150445928,NCT03304626,OTHER,lead,University of Cincinnati
150445929,NCT03519035,OTHER,lead,"University Hospital, Toulouse"
150445930,NCT06429917,OTHER,lead,Postgraduate Institute of Dental Sciences Rohtak
150445931,NCT00027534,OTHER,lead,"Michael Morse, MD"
150445932,NCT05856721,OTHER,lead,Sohag University
150445933,NCT04162418,INDUSTRY,lead,"ReFlow Medical, Inc."
150445934,NCT05330559,OTHER,lead,Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta
150445935,NCT02443688,OTHER,lead,"Celtaxsys, Inc."
150445936,NCT04228523,OTHER,lead,"University Hospital, Toulouse"
150445937,NCT00904943,INDUSTRY,lead,Teva Pharmaceuticals USA
150445938,NCT05203614,OTHER,lead,M.D. Anderson Cancer Center
150445939,NCT04103138,OTHER_GOV,lead,KK Women's and Children's Hospital
150445940,NCT02087761,INDUSTRY,lead,Luminex Corporation
150445941,NCT01148368,INDUSTRY,lead,"Boryung Pharmaceutical Co., Ltd"
150445942,NCT00894816,OTHER,lead,Umeå University
150445943,NCT01815918,OTHER,lead,"Hospital for Special Surgery, New York"
150445944,NCT05771987,OTHER,lead,Istituto Auxologico Italiano
150445945,NCT01334177,OTHER,lead,University of Washington
150445946,NCT01074502,OTHER,lead,"University of North Carolina, Chapel Hill"
150445947,NCT03350685,OTHER,lead,"University Hospital, Brest"
150445948,NCT05889728,OTHER,lead,"St Vincent's Hospital, Sydney"
150445949,NCT04907396,OTHER,lead,Tufts University
151142707,NCT02411344,UNKNOWN,collaborator,Association for Translational Research in Oncology (AS.T.R.O.)
150445950,NCT01535339,INDUSTRY,lead,ElMindA Ltd
150445951,NCT00001188,NIH,lead,National Cancer Institute (NCI)
150445952,NCT01128374,OTHER,lead,"The University of Texas Health Science Center, Houston"
150445953,NCT00634023,INDUSTRY,lead,AstraZeneca
150445954,NCT01708200,OTHER,lead,St. Joseph's Healthcare Hamilton
150445955,NCT01611844,OTHER,lead,Hospices Civils de Lyon
150445956,NCT02040324,OTHER,lead,Universitätsklinikum Hamburg-Eppendorf
150445957,NCT00298402,OTHER,lead,Imperial College London
150445958,NCT01703143,OTHER,lead,Mayo Clinic
150445959,NCT00011687,NIH,lead,National Institute of Environmental Health Sciences (NIEHS)
150445960,NCT01792895,OTHER,lead,Universidad Rey Juan Carlos
150445961,NCT03410277,OTHER,lead,University of Minnesota
150445962,NCT00853307,INDUSTRY,lead,"Millennium Pharmaceuticals, Inc."
150445963,NCT03643848,OTHER,lead,Florida International University
150445964,NCT00896077,INDUSTRY,lead,"DiaKine Therapeutics, Inc."
150445965,NCT01080079,INDUSTRY,lead,"Nitric BioTherapeutics, Inc"
150445966,NCT00473564,OTHER,lead,University of Alabama at Birmingham
150445967,NCT00674817,INDUSTRY,lead,Theravance Biopharma
150445968,NCT00959855,OTHER,lead,Beaumont Hospital
150445969,NCT00733018,OTHER,lead,Norwegian University of Science and Technology
150445970,NCT06514625,OTHER_GOV,lead,Konya Beyhekim Training and Research Hospital
150445971,NCT04490070,OTHER,lead,Universidad de Granada
150445972,NCT04169217,OTHER,lead,Guy's and St Thomas' NHS Foundation Trust
150445973,NCT02135432,OTHER,lead,University of Alabama at Birmingham
150445974,NCT04105036,OTHER,lead,Jewish General Hospital
150445975,NCT04681443,OTHER_GOV,lead,Gulhane Training and Research Hospital
150445976,NCT00667199,INDUSTRY,lead,Bayer
150445977,NCT06071078,OTHER,lead,Hospices Civils de Lyon
150445978,NCT06499363,INDUSTRY,lead,Ferrer Internacional S.A.
150445979,NCT03710499,OTHER,lead,Centro Universitário Augusto Motta
150445980,NCT00887536,NETWORK,lead,NSABP Foundation Inc
150445981,NCT03264677,INDUSTRY,lead,Johnson & Johnson Pte Ltd
151142708,NCT01145794,OTHER,collaborator,Flight Attendant Medical Research Institute
151142709,NCT01160380,INDUSTRY,collaborator,Cephalon
151142710,NCT04562857,OTHER,collaborator,Swinburne University of Technology
151142711,NCT04562857,OTHER_GOV,collaborator,"National Heart Institute, Egypt"
150445982,NCT05784896,OTHER,lead,Assiut University
150445983,NCT00898417,NETWORK,lead,ECOG-ACRIN Cancer Research Group
150445984,NCT02908061,OTHER,lead,Memorial Sloan Kettering Cancer Center
150445985,NCT00520182,OTHER,lead,Ben-Gurion University of the Negev
150445986,NCT05419583,OTHER,lead,University of Edinburgh
150445987,NCT02433418,OTHER,lead,Cairo University
150445988,NCT04154072,INDUSTRY,lead,"Neuraly, Inc."
150445989,NCT01417806,FED,lead,South Florida Veterans Affairs Foundation for Research and Education
150445990,NCT05728437,OTHER,lead,Cairo University
150795025,NCT05054803,OTHER,collaborator,Institut Guttmann
150795026,NCT05054803,UNKNOWN,collaborator,Academic Research Organization (ARO) - VHIR
150445991,NCT04306276,OTHER,lead,Ospedale Policlinico San Martino
150795027,NCT05054803,OTHER,collaborator,Complexo Hospitalario Universitario de A Coruña
150795028,NCT02299414,OTHER,collaborator,Columbia University
150795029,NCT02299414,OTHER,collaborator,Drexel University College of Medicine
150795030,NCT02299414,OTHER,collaborator,"Rutgers, The State University of New Jersey"
150795031,NCT02299414,OTHER,collaborator,Lehigh Valley Hospital
150795032,NCT02299414,OTHER,collaborator,Saint Peters University Hospital
150795033,NCT02299414,OTHER,collaborator,Christiana Care Health Services
150795034,NCT02299414,OTHER,collaborator,Washington University School of Medicine
150795035,NCT02299414,OTHER,collaborator,Duke University
150795036,NCT02299414,OTHER,collaborator,University of Texas Southwestern Medical Center
150795037,NCT02299414,OTHER,collaborator,"The University of Texas Health Science Center, Houston"
150795038,NCT02299414,OTHER,collaborator,Stanford University
150795039,NCT02299414,OTHER,collaborator,University of Pennsylvania
150795040,NCT02299414,OTHER,collaborator,"The University of Texas Medical Branch, Galveston"
150795041,NCT02299414,OTHER,collaborator,University of Utah
150795042,NCT02299414,OTHER,collaborator,"Intermountain Health Care, Inc."
150795043,NCT02299414,OTHER,collaborator,"University of California, San Francisco"
150795044,NCT02299414,OTHER,collaborator,Johns Hopkins University
150795045,NCT02299414,OTHER,collaborator,University of Pittsburgh
150795046,NCT02299414,OTHER,collaborator,Ochsner Health System
150795047,NCT02299414,OTHER,collaborator,"University of North Carolina, Chapel Hill"
150795048,NCT02299414,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
150795049,NCT02299414,OTHER,collaborator,WakeMed Health and Hospitals
150445992,NCT00976183,OTHER,lead,Gynecologic Oncology Associates
150795050,NCT02299414,OTHER,collaborator,San Francisco General Hospital
150795051,NCT02299414,OTHER,collaborator,McKay-Dee Hospital
150795052,NCT02299414,OTHER,collaborator,Winthrop University Hospital
150795053,NCT02299414,OTHER,collaborator,New York Hospital Queens
150795054,NCT02299414,OTHER,collaborator,Latter Day Saints Hospital
150795055,NCT02299414,OTHER,collaborator,Lyndon B Johnson General Hospital
150795056,NCT02299414,OTHER,collaborator,Virtua Medical Group
150795057,NCT02299414,OTHER,collaborator,Duke Regional Hospital
150795058,NCT02299414,OTHER,collaborator,Utah Valley Regional Medical Center
150795059,NCT02299414,OTHER,collaborator,Northwestern University
150795060,NCT02299414,OTHER,collaborator,Women and Infants Hospital of Rhode Island
150795061,NCT02299414,OTHER,collaborator,Baylor College of Medicine
150795062,NCT02299414,UNKNOWN,collaborator,Case Western/Metro Health
150795063,NCT02299414,OTHER,collaborator,Ohio State University
150445993,NCT05630924,OTHER,lead,Icahn School of Medicine at Mount Sinai
150445994,NCT02177123,INDUSTRY,lead,InnFocus Inc.
150445995,NCT03376880,OTHER,lead,University of Texas Southwestern Medical Center
150795064,NCT02299414,OTHER,collaborator,University of Iowa
150445996,NCT05313295,OTHER,lead,Universidad de Almeria
150445997,NCT06392165,INDUSTRY,lead,Molnlycke Health Care AB
150445998,NCT04470154,INDUSTRY,lead,"Haisco Pharmaceutical Group Co., Ltd."
150445999,NCT02437344,OTHER,lead,New York State Psychiatric Institute
150446000,NCT06011187,OTHER,lead,Assistance Publique - Hôpitaux de Paris
150446001,NCT06212362,OTHER,lead,Karolinska Institutet
150446002,NCT04595656,OTHER,lead,University of Oxford
150446003,NCT05539625,OTHER,lead,University of Edinburgh
150446004,NCT05690308,OTHER,lead,"University Hospital, Ghent"
150446005,NCT04074720,OTHER,lead,Thomas Jefferson University
150446006,NCT04587518,OTHER,lead,Shannon E. Sauer-Zavala
150446007,NCT05967585,OTHER,lead,St. Jude Children's Research Hospital
150795065,NCT02299414,OTHER,collaborator,"University of California, San Diego"
150446008,NCT03299556,INDUSTRY,lead,Purdue Pharma LP
150446009,NCT04413500,OTHER,lead,Halmstad University
150795066,NCT02299414,OTHER,collaborator,Indiana University
150446010,NCT01779830,INDUSTRY,lead,Eli Lilly and Company
150446011,NCT05908916,OTHER,lead,Yonsei University
150446012,NCT02352025,OTHER,lead,The University of Texas Health Science Center at San Antonio
150795067,NCT02299414,OTHER,collaborator,Meriter Foundation
150795068,NCT02299414,OTHER,collaborator,Weill Medical College of Cornell University
150795069,NCT02299414,OTHER,collaborator,University of Oklahoma
150795070,NCT02299414,OTHER,collaborator,Medical University of South Carolina
150795071,NCT02299414,OTHER,collaborator,Beaumont Hospital
150795072,NCT02299414,OTHER,collaborator,"University of Colorado, Denver"
150795073,NCT02299414,OTHER,collaborator,University of Kansas Medical Center
150795074,NCT02299414,OTHER,collaborator,Denver Health and Hospital Authority
150795075,NCT02299414,OTHER,collaborator,Gundersen Health System
150795076,NCT02299414,OTHER,collaborator,Wake Forest University Health Sciences
150795077,NCT02299414,OTHER,collaborator,Oregon Health and Science University
150795078,NCT02299414,OTHER,collaborator,Medical College of Wisconsin
150446013,NCT02085460,INDUSTRY,lead,"Otsuka Pharmaceutical Co., Ltd."
150446014,NCT04291651,OTHER,lead,"University of California, San Francisco"
150446015,NCT02731586,OTHER,lead,Sri Sai College of Dental Surgery and Research Centre
150446016,NCT02212639,OTHER,lead,Assistance Publique - Hôpitaux de Paris
150446017,NCT01527149,OTHER,lead,Roswell Park Cancer Institute
150446018,NCT00269061,INDUSTRY,lead,GlaxoSmithKline
150795079,NCT02299414,OTHER,collaborator,Temple University
150795080,NCT02299414,OTHER,collaborator,New Jersey Medical School
150795081,NCT02299414,OTHER,collaborator,University of South Alabama
150795082,NCT02299414,OTHER,collaborator,Vanderbilt University
150795083,NCT02299414,OTHER,collaborator,University of Arkansas
150446019,NCT00758017,OTHER,lead,"Charite University, Berlin, Germany"
150446020,NCT03350997,OTHER,lead,University of Michigan
150446021,NCT00579215,OTHER,lead,Memorial Sloan Kettering Cancer Center
150446022,NCT03998410,INDUSTRY,lead,Echosense Ltd.
150446023,NCT01146769,OTHER,lead,Kwong Wah Hospital
150446024,NCT03088449,OTHER,lead,Royal Devon and Exeter NHS Foundation Trust
150446025,NCT01592734,OTHER,lead,Azienda Policlinico Umberto I
150446026,NCT05842616,OTHER,lead,Tanta University
150446027,NCT03732417,OTHER,lead,Institut Investigacio Sanitaria Pere Virgili
150446028,NCT06009939,OTHER,lead,Vårdcentralen Åby
150446029,NCT01277016,NETWORK,lead,European Myeloma Network B.V.
150446030,NCT03962036,OTHER,lead,Christopher McKee
150446031,NCT00360230,INDUSTRY,lead,GlaxoSmithKline
150446032,NCT03402217,OTHER,lead,University of Chicago
150795084,NCT02299414,OTHER,collaborator,Emory University
150446033,NCT05201547,OTHER,lead,ARCAGY/ GINECO GROUP
150446034,NCT02660749,OTHER,lead,Tobb University of Economics and Technology
150446035,NCT04351542,OTHER,lead,Aarogyam UK
150446036,NCT05671146,OTHER,lead,Imam Abdulrahman Bin Faisal University
150446037,NCT02640586,OTHER,lead,Sun Ying-Shi
150446038,NCT03868423,OTHER,lead,Sameek Roychowdhury
150795085,NCT02299414,OTHER,collaborator,"St. Luke's Hospital and Health Network, Pennsylvania"
150446039,NCT00005942,NIH,lead,National Cancer Institute (NCI)
150795086,NCT02299414,OTHER,collaborator,The Cleveland Clinic
150795087,NCT02299414,OTHER,collaborator,University of Tennessee
150446040,NCT06036225,OTHER,lead,Belfast Health and Social Care Trust
150446041,NCT03496311,OTHER,lead,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico"
150446042,NCT01658371,OTHER,lead,Chinese University of Hong Kong
150446043,NCT04732312,OTHER,lead,Groupe Hospitalier de la Region de Mulhouse et Sud Alsace
150446044,NCT01684917,OTHER,lead,Imperial College London
150446045,NCT02704455,OTHER,lead,Beijing Children's Hospital
150446046,NCT01239953,OTHER,lead,Fundación Médica para la Investigación y Desarrollo en el Area Cardiovascular
150446047,NCT03848325,OTHER,lead,University of Pittsburgh
150795088,NCT02299414,OTHER,collaborator,TriHealth Inc.
150446048,NCT05163080,INDUSTRY,lead,"MimiVax, LLC"
150446049,NCT01292486,INDUSTRY,lead,Terumo BCT
150446050,NCT01654354,OTHER,lead,Seoul National University Hospital
150795089,NCT02299414,OTHER,collaborator,Tulane University
